"Symbol","Name","Sector","Industry","PE_Ratio","PEG_Ratio","Price_to_Book","Price_to_Sales","EV_to_EBITDA","EV_to_Revenue","Profit_Margin","Operating_Margin","Return_on_Assets","Return_on_Equity","Revenue_Growth_YOY","EPS_Growth_YOY","Current_Ratio","Debt_to_Equity","Interest_Coverage","Dividend_Yield","Dividend_Per_Share","Dividend_Payout_Ratio","Beta","Fifty_Two_Week_High","Fifty_Two_Week_Low","Market_Cap","EBITDA","Revenue_TTM"
"AAPL","Apple Inc","TECHNOLOGY","ELECTRONIC COMPUTERS",33.34,2.01,48.83,7.96,24.04,8.34,0.243,0.345,0.225,1.365,0.04,0.101,NA,NA,NA,0.0046,0.99,NA,1.178,259.81,163.31,3.14983e+12,1.37352e+11,3.9576e+11
"MSFT","Microsoft Corporation","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",30.5,1.747,9.41,10.76,19.87,10.85,0.354,0.455,0.146,0.343,0.123,0.102,NA,NA,NA,0.0087,3.16,NA,0.914,465.64,376.91,2.81577e+12,1.42041e+11,2.61802e+11
"GOOGL","Alphabet Inc Class A","TECHNOLOGY","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",20.24,1.209,6.27,5.7,14.6,5.65,0.286,0.34,0.167,0.329,0.118,0.309,NA,NA,NA,0.0048,0.8,NA,1.025,206.81,145.38,1.99417e+12,1.29497e+11,3.50018e+11
"AMZN","Amazon.com Inc","TRADE & SERVICES","RETAIL-CATALOG & MAIL-ORDER HOUSES",35.06,1.677,7.37,3.221,17.26,3.35,0.0929,0.113,0.0744,0.243,0.105,0.846,NA,NA,NA,NA,NA,NA,1.192,242.52,151.61,2.05479e+12,1.20468e+11,6.37959e+11
"META","Meta Platforms Inc.","TECHNOLOGY","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",24.76,1.185,8.19,9.1,16.89,8.92,0.379,0.453,0.169,0.371,0.206,0.514,NA,NA,NA,0.0034,2,NA,1.231,740.25,412.99,1.49648e+12,83716997000,1.64501e+11
"MMM","3M Company","LIFE SCIENCES","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS",20.72,2.716,21.25,3.323,11.88,3.564,0.17,0.177,0.0593,0.918,0.001,-0.217,NA,NA,NA,0.02,3.61,NA,1.017,156.35,83.71,81657586000,5.47e+09,24575001000
"AOS","Smith AO Corporation","MANUFACTURING","HOUSEHOLD APPLIANCES",18.42,1.673,5.09,2.513,12.12,2.498,0.14,0.152,0.135,0.286,-0.077,-0.181,NA,NA,NA,0.0208,1.3,NA,1.177,91.22,64.55,9594913000,777500000,3818100000
"ABT","Abbott Laboratories","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS",16.59,2.278,4.611,5.24,21.02,5.41,0.32,0.186,0.0606,0.309,0.072,4.794,NA,NA,NA,0.0182,2.24,NA,0.693,141.23,98.72,2.19756e+11,1.0714e+10,41949999000
"ABBV","AbbVie Inc","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS",88.61,0.443,112.32,6.64,29.18,7.72,0.0759,0.333,0.0826,0.623,0.056,-0.123,NA,NA,NA,0.031,6.29,NA,0.598,218.66,149.56,3.73848e+11,2.6208e+10,5.6334e+10
"ACN","Accenture plc","TRADE & SERVICES","SERVICES-BUSINESS SERVICES, NEC",26.75,2.444,6.79,3.005,17.12,2.986,0.114,0.167,0.115,0.268,0.09,0.16,NA,NA,NA,0.0187,5.54,NA,1.239,398.35,275.18,1.99416e+11,11358275000,66361704000
"ADBE","Adobe Systems Incorporated","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",26.06,1.289,13.11,7.79,18.54,7.75,0.306,0.379,0.172,0.473,0.103,2.044,NA,NA,NA,NA,NA,NA,1.37,587.75,374.5,1.71671e+11,8.665e+09,2.2037e+10
"AMD","Advanced Micro Devices Inc","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",100.97,0.405,2.842,6.35,30.56,6.23,0.0636,0.138,0.019,0.0289,0.242,-0.297,NA,NA,NA,NA,NA,NA,1.736,193.5,94.73,1.6362e+11,5.15e+09,2.5785e+10
"AES","The AES Corporation","ENERGY & TRANSPORTATION","COGENERATION SERVICES & SMALL POWER PRODUCERS",5.19,1.092,2.405,0.714,9.93,2.947,0.137,0.11,0.0273,0.101,-0.002,1.206,NA,NA,NA,0.0568,0.693,NA,0.931,21.42,9.88,8763502000,3.28e+09,1.2278e+10
"AFL","Aflac Incorporated","FINANCE","ACCIDENT & HEALTH INSURANCE",11.14,0.93,2.201,3.097,NA,3.176,0.288,0.404,0.0338,0.226,0.43,6.54,NA,NA,NA,0.0221,2,NA,0.926,114.79,77.69,58621567000,6.654e+09,1.8927e+10
"A","Agilent Technologies Inc","LIFE SCIENCES","INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS",27.79,1.974,5.73,5.29,19.66,5.58,0.193,0.232,0.0839,0.206,0.014,-0.059,NA,NA,NA,0.0085,0.956,NA,1.111,154.53,117.17,34548781000,1.802e+09,6.533e+09
"APD","Air Products and Chemicals Inc","LIFE SCIENCES","INDUSTRIAL INORGANIC CHEMICALS",16.89,8.77,3.903,5.4,11.99,6.51,0.319,0.225,0.0482,0.224,-0.022,0.015,NA,NA,NA,0.0244,7.08,NA,0.869,341.14,223.26,64945197000,4330200000,12034700000
"ABNB","Airbnb Inc","TRADE & SERVICES","SERVICES-TO DWELLINGS & OTHER BUILDINGS",29.82,1.778,8.82,6.88,25.16,5.93,0.238,0.173,0.0767,0.32,0.118,-0.678,NA,NA,NA,NA,NA,NA,1.108,170.1,110.38,76337840000,2.584e+09,1.1102e+10
"AKAM","Akamai Technologies Inc","TRADE & SERVICES","SERVICES-BUSINESS SERVICES, NEC",24.69,1.099,2.487,3.041,12.02,3.802,0.127,0.157,0.0392,0.107,0.025,-0.105,NA,NA,NA,NA,NA,NA,0.676,110.18,75.5,12135173000,1116018000,3991168000
"ALB","Albemarle Corp","LIFE SCIENCES","PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",NA,0.99,1.145,1.645,22.45,2.511,-0.219,0.0177,-0.0214,-0.114,-0.477,-0.662,NA,NA,NA,0.0224,1.61,NA,1.704,135.07,66.85,8845017000,-9112000,5377526000
"ARE","Alexandria Real Estate Equities Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",55.09,844.2,0.96,5.5,15.46,9.63,0.103,0.242,0.0142,0.0227,0.05,6.48,NA,NA,NA,0.0532,5.19,NA,1.193,127,93.25,17163804000,1960150000,3123453000
"ALGN","Align Technology Inc","LIFE SCIENCES","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",29.57,1.117,3.175,3.059,13.84,2.827,0.105,0.182,0.0687,0.113,0.04,-0.147,NA,NA,NA,NA,NA,NA,1.688,335.4,158.13,12231921000,820598000,3999012000
"ALLE","Allegion PLC","TRADE & SERVICES","SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",18.6,1.745,7.28,2.897,13.51,3.294,0.158,0.207,0.113,0.424,0.054,0.234,NA,NA,NA,0.0161,1.92,NA,1.116,154.92,112.04,10929542000,896800000,3772200000
"LNT","Alliant Energy Corp","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED",23.4,2.007,2.307,4.059,14.74,6.65,0.173,-0.312,0.0265,0.1,0.016,0.235,NA,NA,NA,0.0322,1.92,NA,0.536,66.54,45.6,16158762000,1.702e+09,3.981e+09
"ALL","The Allstate Corporation","FINANCE","FIRE, MARINE & CASUALTY INSURANCE",12.21,2.064,2.754,0.858,NA,0.981,0.0728,0.155,0.0362,0.236,0.113,0.282,NA,NA,NA,0.0198,3.68,NA,0.464,207.91,154.43,54990246000,6.777e+09,6.4106e+10
"GOOG","Alphabet Inc Class C","TECHNOLOGY","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",20.85,1.207,6.29,5.8,14.47,5.6,0.286,0.34,0.167,0.329,0.118,0.309,NA,NA,NA,0.0049,0.8,NA,1.025,208.46,146.32,2.02988e+12,1.29497e+11,3.50018e+11
"MO","Altria Group","MANUFACTURING","CIGARETTES",9.01,4.015,27.3,4.872,8.06,5.94,0.551,0.61,0.205,0,0.016,0.539,NA,NA,NA,0.0697,4,NA,0.606,59.67,38.27,99596780000,1.2387e+10,2.0444e+10
"AEE","Ameren Corp","ENERGY & TRANSPORTATION","ELECTRIC & OTHER SERVICES COMBINED",22.43,2.47,2.183,3.653,12.76,5.92,0.161,0.146,0.0266,0.1,0.205,0.288,NA,NA,NA,0.029,2.68,NA,0.493,103.36,67.8,26753081000,3.201e+09,7.324e+09
"AEP","American Electric Power Co Inc","ENERGY & TRANSPORTATION","ELECTRIC SERVICES",18.92,2.444,2.065,2.857,12.47,5.12,0.15,0.263,0.0286,0.114,0.026,0.97,NA,NA,NA,0.0357,3.57,NA,0.492,109.52,76.22,56336527000,7823600000,19721300000
"AXP","American Express Company","FINANCE","FINANCE SERVICES",18.97,1.864,6.15,3.071,NA,3.599,0.167,0.178,0.038,0.347,0.106,0.157,NA,NA,NA,0.0128,2.8,NA,1.212,326.27,212.82,1.86614e+11,NA,6.0764e+10
"AIG","American International Group Inc","FINANCE","FIRE, MARINE & CASUALTY INSURANCE",20.43,0.855,1.16,1.825,NA,2.088,-0.052,0.256,0.0075,0.0575,0.088,11.53,NA,NA,NA,0.0196,1.56,NA,1,83.77,68.25,49323770000,7.825e+09,27026999000
"AMT","American Tower Corp","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",30.48,1.328,28.72,9.74,19.44,13.73,0.223,0.46,0.0453,0.318,-0.086,13.39,NA,NA,NA,0.0327,6.48,NA,0.861,239.67,166.36,98600698000,6637400000,10127200000
"AWK","American Water Works","ENERGY & TRANSPORTATION","WATER SUPPLY",26.78,3.748,2.723,6.01,15.79,9,0.224,0.337,0.0346,0.104,0.164,0.391,NA,NA,NA,0.0215,3.003,NA,0.681,152.07,110.78,28134754000,2.534e+09,4.684e+09
"AMP","Ameriprise Financial Inc","FINANCE","INVESTMENT ADVICE",14.7,0.979,8.93,2.718,NA,2.528,0.19,0.369,0.0226,0.683,0.115,1.966,NA,NA,NA,0.0122,5.79,NA,1.326,580.45,383.56,48724374000,4.269e+09,17926001000
"AME","Ametek Inc","LIFE SCIENCES","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",29.7,2.695,4.132,5.86,19.31,6,0.198,0.282,0.075,0.15,0.018,0.129,NA,NA,NA,0.0072,1.12,NA,1.147,197.69,148.3,40643777000,2162489000,6941180000
"AMGN","Amgen Inc","LIFE SCIENCES","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",41.44,1.065,28.68,5.04,16.22,6.48,0.122,0.518,0.064,0.675,0.109,-0.187,NA,NA,NA,0.0305,9,NA,0.524,338.98,251.27,1.68527e+11,1.5157e+10,33423999000
"APH","Amphenol Corporation","MANUFACTURING","ELECTRONIC CONNECTORS",32.81,2.189,7.62,5.01,21.01,5.25,0.159,0.224,0.109,0.267,0.298,0.438,NA,NA,NA,0.0107,0.55,NA,1.258,79.39,54.37,76298035000,3875100000,15222700000
"ADI","Analog Devices Inc","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",66.69,0.888,2.952,11.09,26.34,11.61,0.168,0.229,0.0262,0.0443,-0.036,-0.161,NA,NA,NA,0.019,3.75,NA,1.072,246.03,179.54,1.03535e+11,4111152000,9337627000
"ANSS","ANSYS Inc","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",49.34,1.895,4.573,11.11,29.91,10.68,0.226,0.403,0.0584,0.1,0.096,0.019,NA,NA,NA,NA,NA,NA,1.109,363.03,289.82,28283482000,860560000,2544809000
"AON","Aon PLC","FINANCE","INSURANCE AGENTS, BROKERS & SERVICE",31.9,1.904,13.91,5.49,18.52,5.82,0.169,0.397,0.0662,0.956,0.229,0.331,NA,NA,NA,0.0068,2.64,NA,0.923,412.97,265.89,86139036000,5.075e+09,1.5698e+10
"APA","APA Corporation","ENERGY & TRANSPORTATION","CRUDE PETROLEUM & NATURAL GAS",8.64,0.17,1.352,0.754,3.037,1.302,0.0849,0.332,0.0747,0.222,0.245,-0.835,NA,NA,NA,0.051,1,NA,3.27,34.76,17.66,7139295000,5.629e+09,9.472e+09
"APO","Apollo Global Management LLC Class A","FINANCE","INVESTMENT ADVICE",18.32,1.37,4.833,2.96,14.76,3.043,0.177,0.213,0.0184,0.227,-0.526,-0.459,NA,NA,NA,0.0138,1.85,NA,1.647,188.95,94.18,76626878000,NA,2.5888e+10
"AMAT","Applied Materials Inc","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",20.35,1.704,6.54,4.576,13.93,4.35,0.23,0.303,0.156,0.352,0.068,-0.398,NA,NA,NA,0.0123,1.6,NA,1.619,254.22,145.37,1.26465e+11,8.481e+09,27634999000
"APTV","Aptiv PLC","MANUFACTURING","MOTOR VEHICLE PARTS & ACCESSORIES",9.08,0.853,1.622,0.736,6.25,1.095,0.0906,0.111,0.0551,0.173,-0.002,-0.648,NA,NA,NA,NA,NA,NA,1.785,85.56,51.47,14507870000,3.067e+09,19712999000
"ACGL","Arch Capital Group Ltd","FINANCE","FIRE, MARINE & CASUALTY INSURANCE",8.27,2.24,1.738,1.992,NA,2.212,0.247,0.197,0.0445,0.22,0.144,-0.605,NA,NA,NA,0,0,NA,0.603,110.75,84.85,34746798000,4.856e+09,1.744e+10
"ADM","Archer-Daniels-Midland Company","MANUFACTURING","FATS & OILS",12.93,16.43,1.021,0.265,8.12,0.39,0.0211,0.0158,0.0233,0.0759,-0.064,0.103,NA,NA,NA,0.0432,2,NA,0.662,64.19,44.42,22632577000,3.063e+09,85530001000
"ANET","Arista Networks","TECHNOLOGY","COMPUTER COMMUNICATIONS EQUIPMENT",37.45,2.238,10.54,15.04,33.56,14.41,0.407,0.414,0.153,0.331,0.253,0.295,NA,NA,NA,NA,NA,NA,1.079,133.57,60.08,1.05316e+11,2989874000,7003146000
"AJG","Arthur J Gallagher & Co","FINANCE","INSURANCE AGENTS, BROKERS & SERVICE",50.11,1.123,4.08,7.58,26.05,6.99,0.134,0.364,0.0303,0.0949,0.114,0.086,NA,NA,NA,0.0081,2.4,NA,0.755,344.77,228.18,82838626000,3629600000,10927400000
"AIZ","Assurant Inc","FINANCE","INSURANCE CARRIERS, NEC",14.6,1.46,2.029,0.903,NA,0.896,0.064,0.0908,0.0189,0.153,0.041,0.134,NA,NA,NA,0.0157,2.96,NA,0.606,228.87,158.37,10727249000,1263200000,11877500000
"T","AT&T Inc","TECHNOLOGY","TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)",17.84,1.103,1.828,1.56,7.46,2.685,0.0895,0.182,0.0412,0.102,0.009,0.884,NA,NA,NA,0.0425,1.11,NA,0.705,27.97,15.31,1.90796e+11,4.3954e+10,1.22336e+11
"ATO","Atmos Energy Corporation","ENERGY & TRANSPORTATION","NATURAL GAS DISTRIBUTION",21.47,2.477,1.862,5.69,14.55,7.58,0.259,0.397,0.035,0.0901,0.015,0.074,NA,NA,NA,0.0237,3.285,NA,0.664,154.55,108.24,23791739000,2092521000,4182719000
"ADSK","Autodesk Inc","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",49.79,1.504,20.68,8.84,35.42,8.95,0.181,0.222,0.0838,0.497,0.116,0.069,NA,NA,NA,NA,NA,NA,1.509,326.62,195.32,54193590000,1.433e+09,6.131e+09
"ADP","Automatic Data Processing Inc","TECHNOLOGY","SERVICES-COMPUTER PROCESSING & DATA PREPARATION",30.42,3.1,23.28,5.96,19.6,6.4,0.198,0.259,0.0546,0.837,0.081,0.103,NA,NA,NA,0.0212,5.74,NA,0.777,321.13,227.71,1.18709e+11,5859300000,19903400000
"AZO","AutoZone Inc","TRADE & SERVICES","RETAIL-AUTO & HOME SUPPLY STORES",23.87,2.004,13.38,3.188,16.57,3.333,0.14,0.179,0.134,0,0.024,-0.021,NA,NA,NA,NA,NA,NA,0.71,3704.43,2728.97,59534078000,4315687000,18672517000
"AVB","AvalonBay Communities Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",27.55,6.75,2.497,10.06,17.61,13.03,0.365,0.315,0.029,0.0912,0.054,0.163,NA,NA,NA,0.0337,6.8,NA,1.013,237.44,173.26,29820918000,1813285000,2964439000
"AVY","Avery Dennison Corp","MANUFACTURING","CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)",20.49,1.999,6.01,1.611,12.09,1.909,0.0805,0.14,0.0859,0.318,0.036,0.224,NA,NA,NA,0.02,3.45,NA,0.861,230.42,174.91,14106486000,1420600000,8755700000
"AXON","Axon Enterprise Inc.","MANUFACTURING","ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",116.37,2.86,18.31,20.47,96.92,20.34,0.181,-0.0166,0.0122,0.191,0.336,1.225,NA,NA,NA,NA,NA,NA,1.123,715.99,273.52,42622476000,125274000,2082526000
"BKR","Baker Hughes Co","TECHNOLOGY","OIL & GAS FIELD MACHINERY & EQUIPMENT",14.38,2.45,2.511,1.524,9.8,1.62,0.107,0.14,0.0575,0.185,0.077,1.745,NA,NA,NA,0.022,0.84,NA,1.287,49.16,30.42,42416398000,4.599e+09,2.7829e+10
"BALL","Ball Corporation","MANUFACTURING","METAL CANS",37.88,1.343,2.459,1.244,13.26,1.628,0.34,0.108,0.04,0.0881,-0.008,0.008,NA,NA,NA,0.0157,0.8,NA,0.991,70.4,48.76,14675685000,1.803e+09,1.1795e+10
"BAC","Bank of America Corp","FINANCE","NATIONAL COMMERCIAL BANKS",12.74,1.535,1.141,3.236,NA,6.48,0.282,0.297,0.0084,0.0924,0.064,1.427,NA,NA,NA,0.0262,1,NA,1.331,47.68,33.33,3.10879e+11,NA,96066003000
"BAX","Baxter International Inc","LIFE SCIENCES","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS",NA,2.277,2.541,1.664,26.33,2.763,-0.061,0.101,0.0205,-0.0421,0.01,-0.945,NA,NA,NA,0.0197,1.04,NA,0.603,42.85,28.2,17697108000,1.885e+09,1.0636e+10
"BDX","Becton Dickinson and Company","LIFE SCIENCES","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS",37.98,1.033,2.575,3.144,17.08,4.017,0.0837,0.153,0.037,0.0684,0.098,0.083,NA,NA,NA,0.0179,3.89,NA,0.379,250.85,215.84,64886768000,5.496e+09,2.064e+10
"BRK-B","Berkshire Hathaway Inc","FINANCE","FIRE, MARINE & CASUALTY INSURANCE",12.47,10.06,1.71,2.988,NA,2.798,0.24,0.259,0.0639,0.146,0.016,-0.474,NA,NA,NA,NA,NA,NA,0.858,518.77,395.66,1.10981e+12,1.2659e+11,3.71433e+11
"BBY","Best Buy Co. Inc","TRADE & SERVICES","RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES",16.7,1.467,5.35,0.368,7.91,0.421,0.0223,0.0491,0.0729,0.316,-0.048,-0.745,NA,NA,NA,0.0541,3.76,NA,1.452,102.38,67.21,15284275000,2.6e+09,41528001000
"TECH","Bio-Techne Corp","LIFE SCIENCES","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",63.43,1.309,4.728,8.22,32.69,8.4,0.132,0.178,0.0568,0.0783,0.09,0.294,NA,NA,NA,0.0053,0.32,NA,1.295,85.29,56.6,9826750000,309534000,1196016000
"AMCR","Amcor PLC","MANUFACTURING","MISCELLANEOUS MANUFACTURING INDUSTRIES",17.78,1.654,3.678,1.044,10.89,1.542,0.0589,0.0898,0.0514,0.207,-0.003,0.228,NA,NA,NA,0.053,0.505,NA,0.811,11.2,8.38,14135425000,1.907e+09,1.354e+10
"BIIB","Biogen Inc","LIFE SCIENCES","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",12.47,6.24,1.226,2.109,8.75,2.557,0.169,0.215,0.0529,0.104,0.029,0.063,NA,NA,NA,NA,NA,NA,0.012,238,128.51,20410532000,2995700000,9675900000
"BLK","BlackRock Inc","FINANCE","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",22.09,1.649,3.036,7.07,15.36,7.05,0.312,0.367,0.0367,0.144,0.226,0.163,NA,NA,NA,0.0231,20.4,NA,1.303,1078.33,728.7,1.44183e+11,8.207e+09,20406999000
"BX","Blackstone Group Inc","FINANCE","INVESTMENT ADVICE",38.92,1.755,13.15,13.56,NA,11,0.219,0.507,0.13,0.289,1.184,3.545,NA,NA,NA,0.028,3.95,NA,1.541,199.26,113.59,1.71697e+11,NA,12662587000
"BK","Bank of New York Mellon","FINANCE","STATE COMMERCIAL BANKS",14.09,0.633,1.587,3.164,NA,5.17,0.244,0.353,0.011,0.11,0.129,6.41,NA,NA,NA,0.023,1.78,NA,1.051,90.34,51.27,58694377000,NA,1.8549e+10
"BA","The Boeing Company","MANUFACTURING","AIRCRAFT",NA,6.53,NA,1.83,111.56,2.25,-0.178,-0.239,-0.0427,0,-0.308,-0.68,NA,NA,NA,NA,NA,NA,1.526,196.95,137.03,1.21747e+11,-8183000064,6.6517e+10
"BKNG","Booking Holdings Inc","ENERGY & TRANSPORTATION","TRANSPORTATION SERVICES",25.86,1.133,34.95,6.17,15.19,5.98,0.248,0.306,0.182,2.257,0.144,4.091,NA,NA,NA,0.0089,35,NA,1.404,5326.33,3160.92,1.46536e+11,8.18e+09,23739001000
"BSX","Boston Scientific Corp","LIFE SCIENCES","SURGICAL & MEDICAL INSTRUMENTS & APPARATUS",77.73,1.91,6.59,8.56,39.97,9.2,0.111,0.173,0.0504,0.0889,0.224,0.12,NA,NA,NA,NA,NA,NA,0.774,107.17,66.16,1.43387e+11,4.271e+09,1.6747e+10
"BMY","Bristol-Myers Squibb Company","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS",NA,1.373,7.49,2.479,51.35,3.368,-0.185,0.227,0.0655,-0.39,0.075,-0.959,NA,NA,NA,0.0411,2.42,NA,0.436,63.33,38.18,1.1975e+11,1.9407e+10,48299999000
"AVGO","Broadcom Inc","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",90.53,0.509,12.89,16.86,34.42,17.55,0.185,0.318,0.0698,0.148,0.164,1.881,NA,NA,NA,0.0123,2.235,NA,1.03,251.21,118.67,9.19419e+11,28841001000,54528999000
"BR","Broadridge Financial Solutions Inc","TRADE & SERVICES","SERVICES-BUSINESS SERVICES, NEC",35.57,1.842,11.96,3.986,19.02,4.521,0.114,0.133,0.0886,0.353,0.131,1.034,NA,NA,NA,0.0155,3.36,NA,1.063,245.62,185.33,26639374000,1639700000,6682900000
"BRO","Brown & Brown Inc","FINANCE","INSURANCE AGENTS, BROKERS & SERVICE",34.06,4.41,5.25,7.17,21.48,7.88,0.211,0.266,0.0528,0.167,0.152,-0.219,NA,NA,NA,0.0051,0.54,NA,0.856,121.25,79.87,33797161000,1.596e+09,4.712e+09
"BF-B","Brown-Forman Corporation","MANUFACTURING","BEVERAGES",16.65,4.401,4.301,4.052,12.77,4.612,0.244,0.299,0.0896,0.28,-0.032,-0.05,NA,NA,NA,0.026,0.88,NA,0.727,52.38,30.29,16390021000,1.256e+09,4.045e+09
"BLDR","Builders FirstSource Inc","TRADE & SERVICES","RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS",13.93,0.81,3.248,0.874,8.41,1.106,0.0657,0.0796,0.0946,0.239,-0.08,-0.419,NA,NA,NA,NA,NA,NA,2.197,214.7,122.49,14337834000,2157178000,16400492000
"BG","Bunge Limited","MANUFACTURING","FATS & OILS",9.25,1.705,0.998,0.186,5.37,0.249,0.0214,0.0289,0.0389,0.104,-0.093,0.04,NA,NA,NA,0.037,2.72,NA,0.65,112.16,66.75,9897556000,2.031e+09,53107999000
"BXP","Boston Properties Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",727.89,0.366,1.915,3.42,16.13,7.66,0.0042,0.305,0.0242,0.0104,0.045,-0.232,NA,NA,NA,0.0598,3.92,NA,1.214,88.92,54.16,11560616000,1896613000,3380319000
"CHRW","CH Robinson Worldwide Inc","ENERGY & TRANSPORTATION","ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO",25.49,1.972,6.64,0.659,17,0.735,0.0263,0.0471,0.0849,0.297,-0.009,3.741,NA,NA,NA,0.0257,2.46,NA,0.835,114.09,63.38,11678296000,763002000,17724957000
"CDNS","Cadence Design Systems Inc","TECHNOLOGY","SERVICES-PREPACKAGED SOFTWARE",64.43,2.542,14.17,14.61,39.6,14.22,0.227,0.337,0.119,0.261,0.269,0.041,NA,NA,NA,NA,NA,NA,1.053,328.99,230.09,67822539000,1586063000,4641264000
"CZR","Caesars Entertainment Corporation","REAL ESTATE & CONSTRUCTION","HOTELS & MOTELS",NA,4.669,1.431,0.529,8.43,2.681,-0.0247,0.186,0.0431,-0.0464,-0.009,0.417,NA,NA,NA,NA,NA,NA,2.968,45.93,26.42,5951205000,3.599e+09,1.1245e+10
"CPT","Camden Property Trust","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",78.73,8.96,2.697,8.11,18.15,10.41,0.105,0.187,0.0207,0.0349,-0.003,-0.817,NA,NA,NA,0.0356,4.12,NA,0.958,126.55,92.27,12606934000,883698000,1555399000
"CPB","Campbell Soup Company Common Stock","MANUFACTURING","FOOD AND KINDRED PRODUCTS",22.21,0.633,2.934,1.132,12.43,1.81,0.0515,0.144,0.065,0.134,0.093,-0.147,NA,NA,NA,0.0406,1.5,NA,0.143,52.81,36.92,11456153000,1.874e+09,1.0119e+10
"CAH","Cardinal Health Inc","TRADE & SERVICES","WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",23.84,0.837,16.07,0.139,13.22,0.156,0.0059,0.0102,0.0301,0,-0.038,0.1,NA,NA,NA,0.016,2.017,NA,0.677,132.84,92.35,30920704000,2.99e+09,2.22276e+11
"KMX","CarMax Inc","TRADE & SERVICES","RETAIL-AUTO DEALERS & GASOLINE STATIONS",23.78,0.645,1.731,0.387,16.88,1.143,0.0166,0.0295,0.0167,0.0752,0.018,0.565,NA,NA,NA,NA,NA,NA,1.762,91.25,65.83,10750621000,992102000,27796199000
"CCL","Carnival Corporation","ENERGY & TRANSPORTATION","WATER TRANSPORTATION",13.83,1.41,2.911,1.076,8.77,2.182,0.0766,0.0852,0.0448,0.237,0.1,0.599,NA,NA,NA,NA,NA,NA,2.669,28.72,13.78,26929650000,6.076e+09,2.5021e+10
"CARR","Carrier Global Corp","TECHNOLOGY","AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP",54.53,443.83,4.082,2.556,16.21,2.945,0.249,0.0822,0.0415,0.104,0.193,4.811,NA,NA,NA,0.014,0.795,NA,1.229,82.82,52.69,57481118000,3.562e+09,2.2486e+10
"CAT","Caterpillar Inc","TECHNOLOGY","CONSTRUCTION MACHINERY & EQUIP",15.39,1.655,8.33,2.505,12.09,2.991,0.167,0.192,0.0968,0.553,-0.05,0.096,NA,NA,NA,0.0169,5.53,NA,1.138,416.97,304.83,1.62325e+11,1.5646e+10,64809001000
"CBOE","Cboe Global Markets Inc","FINANCE","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",29.67,1.75,5.26,5.47,18.21,5.64,0.187,0.272,0.0968,0.185,0.143,-0.065,NA,NA,NA,0.0117,2.36,NA,0.661,220.63,164.65,22400993000,1305500000,4094500000
